matrix,Version,Initialization,FeatureExtraction,Inference,Format
CAG_mat1916,baseline,0.458288,0.00453443,4.8591e-05,3
CAG_mat1916,tuned,0.444771,0.00451916,7.0821e-05,3
CAG_mat72,baseline,0.445894,5.192e-05,3.863e-05,1
CAG_mat72,tuned,0.441591,4.654e-05,3.667e-05,1
can_144,baseline,0.447641,5.6491e-05,5.564e-05,1
can_144,tuned,0.451402,5.4681e-05,5.337e-05,1
can_256,baseline,0.446071,9.224e-05,4.9681e-05,3
can_256,tuned,0.443438,8.7991e-05,4.842e-05,3
can_268,baseline,0.44227,9.384e-05,5.446e-05,3
can_268,tuned,0.447989,9.0551e-05,5.702e-05,3
can_73,baseline,0.450624,3.915e-05,3.349e-05,0
can_73,tuned,0.466513,3.452e-05,3.151e-05,0
cant,baseline,0.439002,0.088807,6.529e-05,1
cant,tuned,0.441764,0.0885002,6.6351e-05,1
cavity04,baseline,1.18473,0.00018792,5.066e-05,1
cavity04,tuned,0.438236,0.00018589,3.405e-05,1
cavity07,baseline,0.442436,0.000730452,3.504e-05,1
cavity07,tuned,0.442563,0.000675692,3.314e-05,1
cavity08,baseline,0.453792,0.000712322,3.36e-05,1
cavity08,tuned,0.446835,0.000681442,3.462e-05,1
cavity10,baseline,0.4502,0.00157056,3.447e-05,1
cavity10,tuned,0.454507,0.00157125,3.528e-05,1
cavity12,baseline,0.441361,0.00156425,3.441e-05,1
cavity12,tuned,0.440884,0.00157474,5.977e-05,1
cavity13,baseline,0.447416,0.0015817,3.408e-05,1
cavity13,tuned,0.449416,0.00158852,3.476e-05,1
cavity16,baseline,0.440799,0.0028814,3.523e-05,1
cavity16,tuned,0.437396,0.00288083,4.263e-05,1
cavity18,baseline,0.448182,0.00277051,3.589e-05,1
cavity18,tuned,0.447255,0.00275228,3.797e-05,1
cavity20,baseline,0.451015,0.00279181,4.598e-05,1
cavity20,tuned,0.451039,0.00277134,4.25e-05,1
ccc,baseline,0.439865,0.00300449,3.177e-05,0
ccc,tuned,0.442618,0.00296707,3.24e-05,0
cdde5,baseline,0.450542,0.000121161,3.574e-05,2
cdde5,tuned,0.450527,0.00011638,2.518e-05,2
cdde6,baseline,0.449859,0.00011984,2.662e-05,2
cdde6,tuned,0.451132,0.000116421,2.674e-05,2
cegb3024,baseline,0.45122,0.0017218,5.955e-05,1
cegb3024,tuned,0.453392,0.00159661,3.731e-05,1
cell1,baseline,0.446796,0.000692462,3.194e-05,0
cell1,tuned,0.466753,0.000691022,3.06e-05,0
cfd1,baseline,0.437295,0.0356684,0.00011831,1
cfd1,tuned,0.43874,0.0357672,0.00011415,1
ch5-5-b3,baseline,0.451678,9.182e-05,2.987e-05,0
ch5-5-b3,tuned,0.451978,8.875e-05,3.171e-05,0
chesapeake,baseline,0.439098,3.789e-05,3.844e-05,1
chesapeake,tuned,0.438965,3.663e-05,6.643e-05,1
circuit5M_dc,baseline,0.454502,0.398645,6.7701e-05,0
circuit5M_dc,tuned,0.458145,0.398638,6.598e-05,0
cit-HepTh,baseline,0.454733,0.00809072,6.487e-05,1
cit-HepTh,tuned,0.451319,0.00806335,6.7661e-05,1
ck400,baseline,0.451312,9.0501e-05,5.286e-05,1
ck400,tuned,0.449122,8.467e-05,8.844e-05,1
co2010,baseline,0.439746,0.0204147,5.025e-05,0
co2010,tuned,0.443367,0.0203954,4.974e-05,0
com-Orkut,baseline,0.453654,8.273,0.000148511,1
com-Orkut,tuned,0.465129,8.28125,0.00014668,1
com-Youtube,baseline,0.457699,0.167305,6.053e-05,0
com-Youtube,tuned,0.457259,0.16643,5.891e-05,0
cond-mat-2003,baseline,0.463786,0.00579985,5.667e-05,1
cond-mat-2003,tuned,0.457353,0.0057691,5.578e-05,1
crystk01,baseline,0.448961,0.00683866,3.816e-05,1
crystk01,tuned,0.44624,0.00677382,5.118e-05,1
crystk02,baseline,0.499192,0.0209024,7.123e-05,1
crystk02,tuned,0.437889,0.0219893,6.362e-05,1
CSphd,baseline,0.444593,0.000118481,2.966e-05,0
CSphd,tuned,0.444361,0.00010594,2.9711e-05,0
ct20stif,baseline,0.437161,0.0573535,6.7511e-05,1
ct20stif,tuned,0.437155,0.0573231,6.7371e-05,1
CurlCurl_2,baseline,0.438407,0.165156,8.2121e-05,1
CurlCurl_2,tuned,0.440592,0.164842,7.883e-05,1
CurlCurl_3,baseline,0.443617,0.244336,8.5031e-05,1
CurlCurl_3,tuned,0.445065,0.243537,8.28e-05,1
CurlCurl_4,baseline,0.437236,0.499415,8.746e-05,1
CurlCurl_4,tuned,0.438818,0.498342,8.3731e-05,1
darcy003,baseline,0.449073,0.0490958,5.616e-05,0
darcy003,tuned,0.45056,0.0489498,5.5001e-05,0
dataset18mfeatmorphological_10NN,baseline,0.44501,0.000500523,5.7641e-05,3
dataset18mfeatmorphological_10NN,tuned,0.44892,0.000493694,5.055e-05,3
dataset20mfeatpixel_10NN,baseline,0.438863,0.000588384,6.1831e-05,3
dataset20mfeatpixel_10NN,tuned,0.447259,0.000590124,4.8401e-05,3
dataset22mfeatzernike_10NN,baseline,0.438693,0.000581805,4.764e-05,3
dataset22mfeatzernike_10NN,tuned,0.439875,0.000594914,4.6531e-05,3
de2010,baseline,0.44677,0.00254103,3.797e-05,0
de2010,tuned,0.447549,0.00255698,3.015e-05,0
delaunay_n15,baseline,0.43841,0.00432033,4.711e-05,1
delaunay_n15,tuned,0.445981,0.00427393,4.4531e-05,1
delaunay_n17,baseline,0.441621,0.0168991,9.0001e-05,1
delaunay_n17,tuned,0.453171,0.0168184,0.000115381,1
delaunay_n22,baseline,0.438691,0.566382,8.759e-05,1
delaunay_n22,tuned,0.441123,0.567589,8.4541e-05,1
dermatology_5NN,baseline,0.439476,8.5111e-05,4.204e-05,1
dermatology_5NN,tuned,0.44238,8.4251e-05,4.133e-05,1
descriptor_xingo6u,baseline,0.444476,0.0017168,4.586e-05,0
descriptor_xingo6u,tuned,0.445539,0.00174633,2.932e-05,0
dgreen,baseline,0.441375,0.846089,0.000124231,1
dgreen,tuned,0.44373,0.846047,0.000121951,1
dw2048,baseline,1.17689,0.000262103,4.338e-05,3
dw2048,tuned,0.448168,0.000223362,3.213e-05,3
dwa512,baseline,0.440902,8.049e-05,3.1071e-05,3
dwa512,tuned,0.442985,7.6331e-05,3.188e-05,3
dwt_1007,baseline,0.438998,0.000196632,5.649e-05,1
dwt_1007,tuned,0.441346,0.000185781,5.1981e-05,1
dwt_162,baseline,0.44296,5.5211e-05,4.281e-05,1
dwt_162,tuned,0.442089,5.247e-05,4.112e-05,1
dwt_193,baseline,0.449921,0.000101351,3.4891e-05,1
dwt_193,tuned,0.450921,9.6611e-05,3.6271e-05,1
dwt_221,baseline,0.441614,6.6901e-05,5.566e-05,1
dwt_221,tuned,0.443805,6.343e-05,4.8281e-05,1
dwt_310,baseline,0.447533,7.921e-05,5.1761e-05,1
dwt_310,tuned,0.456628,7.3831e-05,5.3001e-05,1
dwt_66,baseline,0.44977,3.753e-05,2.9551e-05,0
dwt_66,tuned,0.441472,3.372e-05,3.058e-05,0
dwt_758,baseline,0.436999,0.000156201,3.9441e-05,1
dwt_758,tuned,0.439173,0.000140221,4.169e-05,1
dynamicSoaringProblem_2,baseline,0.440162,0.000346703,5.6031e-05,1
dynamicSoaringProblem_2,tuned,0.441636,0.000353093,5.7931e-05,1
epb1,baseline,0.445394,0.0017473,4.0441e-05,1
epb1,tuned,0.447468,0.00176854,4.8261e-05,1
Erdos991,baseline,0.442438,0.000102581,4.145e-05,1
Erdos991,tuned,0.442041,0.000101171,3.994e-05,1
EX1,baseline,0.449196,0.000209222,5.566e-05,1
EX1,tuned,0.451057,0.000201812,5.3951e-05,1
ex24,baseline,0.436927,0.00101203,3.2861e-05,1
ex24,tuned,0.438439,0.00098809,3.276e-05,1
ex27,baseline,0.435241,0.000944539,3.3051e-05,1
ex27,tuned,0.436715,0.000907369,3.1291e-05,1
ex29,baseline,0.451217,0.000485095,4.446e-05,2
ex29,tuned,0.438442,0.000444614,4.4031e-05,2
ex3,baseline,0.448939,0.00108945,3.513e-05,1
ex3,tuned,0.44911,0.00107458,3.227e-05,1
ex36,baseline,0.441505,0.00111379,3.114e-05,1
ex36,tuned,0.443086,0.00107527,3.191e-05,1
ex3sta1,baseline,0.440964,0.0144981,4.9151e-05,1
ex3sta1,tuned,0.44262,0.0145822,4.647e-05,1
FA,baseline,0.445508,0.00174934,4.5091e-05,3
FA,tuned,0.449412,0.00174262,4.5081e-05,3
Fashion_MNIST_norm_10NN,baseline,0.44278,0.0033878,5.2611e-05,3
Fashion_MNIST_norm_10NN,tuned,0.443124,0.00337572,5.1441e-05,3
Fault_639,baseline,0.436947,0.61398,0.000114531,3
Fault_639,tuned,0.438649,0.613002,0.000127402,3
fd15,baseline,0.447079,0.000938409,2.8871e-05,0
fd15,tuned,0.447207,0.000931949,2.799e-05,0
fd18,baseline,0.442069,0.0013253,2.776e-05,0
fd18,tuned,0.445736,0.00127801,2.896e-05,0
FEM_3D_thermal1,baseline,0.451176,0.00821606,4.952e-05,1
FEM_3D_thermal1,tuned,0.451684,0.00824172,4.97e-05,1
fe_sphere,baseline,1.15958,0.00182191,5.774e-05,1
fe_sphere,tuned,0.440868,0.00183661,3.7611e-05,1
filter3D,baseline,0.443342,0.054812,0.000121381,1
filter3D,tuned,0.445368,0.0547994,0.000122701,1
fl2010,baseline,0.443764,0.0492794,5.163e-05,0
fl2010,tuned,0.445702,0.0488198,5.2431e-05,0
Flan_1565,baseline,0.448305,2.55213,8.1121e-05,1
Flan_1565,tuned,0.455745,2.54364,7.7041e-05,1
fpga_dcop_13,baseline,0.448576,0.000175382,2.98e-05,0
fpga_dcop_13,tuned,0.444608,0.000168091,2.787e-05,0
fpga_dcop_17,baseline,0.456096,0.000173871,2.9661e-05,0
fpga_dcop_17,tuned,0.453704,0.000161762,2.828e-05,0
fpga_dcop_21,baseline,0.453116,0.000173552,2.968e-05,0
fpga_dcop_21,tuned,0.452325,0.000160431,2.7941e-05,0
fpga_dcop_25,baseline,0.446711,0.000172031,2.961e-05,0
fpga_dcop_25,tuned,0.444182,0.000169271,2.79e-05,0
fpga_dcop_29,baseline,0.455694,0.000173042,2.974e-05,0
fpga_dcop_29,tuned,0.456943,0.000160632,2.844e-05,0
fpga_dcop_38,baseline,0.450108,0.000173312,3.006e-05,0
fpga_dcop_38,tuned,0.44592,0.000159181,2.8031e-05,0
fpga_dcop_43,baseline,0.457331,0.000175931,3.0001e-05,0
fpga_dcop_43,tuned,0.458541,0.000161672,2.833e-05,0
fpga_dcop_47,baseline,0.454083,0.000174861,2.9081e-05,0
fpga_dcop_47,tuned,0.456763,0.000161382,2.917e-05,0
fpga_dcop_49,baseline,0.448506,0.000172981,3.095e-05,0
fpga_dcop_49,tuned,0.450825,0.000163972,2.787e-05,0
freeFlyingRobot_12,baseline,0.44187,0.000847347,5.088e-05,1
freeFlyingRobot_12,tuned,0.443427,0.000858858,4.95e-05,1
freeFlyingRobot_16,baseline,0.458144,0.000891958,4.9651e-05,1
freeFlyingRobot_16,tuned,0.454519,0.000883838,5.064e-05,1
freeFlyingRobot_7,baseline,0.447404,0.000662966,3.632e-05,1
freeFlyingRobot_7,tuned,0.446631,0.000622045,3.4601e-05,1
fs_541_2,baseline,0.445851,0.000118451,5.456e-05,1
fs_541_2,tuned,0.456903,0.000114481,5.5151e-05,1
fs_680_3,baseline,0.457372,8.5051e-05,3.07e-05,0
fs_680_3,tuned,0.453876,8.037e-05,2.9961e-05,0
fs_760_1,baseline,0.449996,0.000159031,5.5471e-05,1
fs_760_1,tuned,0.454656,0.000143202,6.026e-05,1
fullb,baseline,0.45754,0.252155,7.3361e-05,1
fullb,tuned,0.456572,0.252092,7.3921e-05,1
fv2,baseline,0.455145,0.00158247,4.781e-05,2
fv2,tuned,0.456191,0.00158096,4.776e-05,2
G11,baseline,0.452057,9.6171e-05,2.766e-05,0
G11,tuned,0.451697,9.3901e-05,2.737e-05,0
G17,baseline,0.449409,0.000233682,5.0351e-05,3
G17,tuned,0.448429,0.000229602,4.976e-05,3
G19,baseline,0.459703,0.000232892,5.059e-05,3
G19,tuned,0.456439,0.000229312,5.063e-05,3
G20,baseline,0.447036,0.000233712,5.1791e-05,3
G20,tuned,0.45523,0.000229602,5.076e-05,3
G21,baseline,1.21887,0.000230952,7.555e-05,3
G21,tuned,0.444135,0.000229682,4.7251e-05,3
G22,baseline,0.440046,0.000865378,4.747e-05,3
G22,tuned,0.439215,0.000848447,4.616e-05,3
G2_circuit,baseline,0.447328,0.0137219,5.564e-05,0
G2_circuit,tuned,0.44963,0.0137095,5.4661e-05,0
G32,baseline,0.439224,0.000198472,2.896e-05,0
