matrix,Version,Initialization,FeatureExtraction,Inference,Format
cavity18,baseline,0.00556662,0.00287317,1.05e-06,1
cavity18,tuned,0.00364309,0.00280453,8.4e-07,1
cavity20,baseline,0.00547544,0.00275434,1.04e-06,1
cavity20,tuned,0.00362089,0.00282497,8.5e-07,1
ccc,baseline,0.00547267,0.00295894,9.7e-07,0
ccc,tuned,0.00356992,0.00293207,7.3e-07,0
cdde5,baseline,0.00527505,0.000115241,1.01e-06,2
cdde5,tuned,0.00355877,0.000115051,8e-07,2
cdde6,baseline,0.00526496,0.00011423,1e-06,2
cdde6,tuned,0.0035833,0.000132811,7.6e-07,2
cegb3024,baseline,0.00541774,0.00163606,1.07e-06,1
cegb3024,tuned,0.00361888,0.00161592,8.4e-07,1
cell1,baseline,0.00536057,0.000682763,9.5e-07,0
cell1,tuned,0.00361709,0.000664532,7.3e-07,0
cfd1,baseline,0.00555964,0.0359375,2.85e-06,5
cfd1,tuned,0.00374195,0.0358158,2.57e-06,1
ch5-5-b3,baseline,0.00522081,8.853e-05,9.8e-07,0
ch5-5-b3,tuned,0.00355878,8.726e-05,7.4e-07,0
chesapeake,baseline,0.00526416,3.766e-05,1.03e-06,1
chesapeake,tuned,0.00357914,3.3e-05,8e-07,1
circuit5M_dc,baseline,0.00641539,0.397805,1.91e-06,0
circuit5M_dc,tuned,0.00385646,0.397703,1.76e-06,0
cit-HepTh,baseline,0.00567012,0.00809353,1.25e-06,1
cit-HepTh,tuned,0.00371397,0.0080559,1.05e-06,1
ck400,baseline,0.00526323,8.297e-05,1.23e-06,5
ck400,tuned,0.00368276,8.404e-05,9.1e-07,5
co2010,baseline,0.00557383,0.020418,1.15e-06,0
co2010,tuned,0.00376602,0.0202125,1.29e-06,0
com-Orkut,baseline,0.00555429,8.22132,2.63e-06,1
com-Orkut,tuned,0.00386045,8.2345,2.25e-06,0
com-Youtube,baseline,0.00564017,0.165983,1.51e-06,0
com-Youtube,tuned,0.00385686,0.164921,1.61e-06,0
cond-mat-2003,baseline,0.00557159,0.00581832,1.14e-06,1
cond-mat-2003,tuned,0.00364582,0.00574889,9.4e-07,1
crystk01,baseline,0.00559451,0.00688954,1.01e-06,1
crystk01,tuned,0.00365846,0.00677677,8.6e-07,1
crystk02,baseline,0.00732811,0.0210709,2e-06,1
crystk02,tuned,0.00449321,0.0209789,1.97e-06,1
CSphd,baseline,0.00539677,0.000104901,9.4e-07,0
CSphd,tuned,0.00366008,0.000101741,7.8e-07,0
ct20stif,baseline,0.00561714,0.0578534,1.52e-06,1
ct20stif,tuned,0.00375673,0.0573364,2.16e-06,1
CurlCurl_2,baseline,0.00615654,0.165189,2.08e-06,1
CurlCurl_2,tuned,0.00369673,0.164621,1.74e-06,1
CurlCurl_3,baseline,0.00581491,0.264745,1.71e-06,5
CurlCurl_3,tuned,0.0039193,0.242666,1.77e-06,1
CurlCurl_4,baseline,0.00571556,0.47691,1.95e-06,5
CurlCurl_4,tuned,0.0037639,0.476005,1.65e-06,1
darcy003,baseline,0.00552226,0.0490306,1.28e-06,0
darcy003,tuned,0.00393185,0.0487364,1.33e-06,0
dataset18mfeatmorphological_10NN,baseline,0.00531442,0.000498354,1.41e-06,5
dataset18mfeatmorphological_10NN,tuned,0.00364049,0.000493244,1.08e-06,5
dataset20mfeatpixel_10NN,baseline,0.00532559,0.000599454,1.45e-06,5
dataset20mfeatpixel_10NN,tuned,0.0034875,0.000591264,1.08e-06,5
dataset22mfeatzernike_10NN,baseline,0.00533631,0.000594354,1.37e-06,5
dataset22mfeatzernike_10NN,tuned,0.00357922,0.000589744,1.09e-06,5
de2010,baseline,0.00542209,0.00253636,1.01e-06,0
de2010,tuned,0.00362802,0.00249491,7.8e-07,0
delaunay_n15,baseline,0.00552141,0.00429864,1.08e-06,1
delaunay_n15,tuned,0.00363386,0.00423896,8.7e-07,1
delaunay_n17,baseline,0.00572475,0.016983,1.84e-06,1
delaunay_n17,tuned,0.00385673,0.0168294,1.56e-06,1
delaunay_n22,baseline,0.00567444,0.568682,2.09e-06,1
delaunay_n22,tuned,0.0037949,0.568015,1.92e-06,1
dermatology_5NN,baseline,0.00525817,8.532e-05,1.19e-06,1
dermatology_5NN,tuned,0.00359814,7.8651e-05,9.3e-07,1
descriptor_xingo6u,baseline,0.00542671,0.00173868,9.3e-07,0
descriptor_xingo6u,tuned,0.003593,0.00169968,7.5e-07,0
dgreen,baseline,0.00573811,0.848427,3.14e-06,5
dgreen,tuned,0.00395395,0.839823,2.52e-06,5
dw2048,baseline,0.00700369,0.000217553,9.3e-07,5
dw2048,tuned,0.00418953,0.000214622,8.1e-07,5
dwa512,baseline,0.00517075,8.0341e-05,9.7e-07,5
dwa512,tuned,0.00343922,7.5871e-05,7.7e-07,5
dwt_1007,baseline,0.00521191,0.000182572,1.47e-06,0
dwt_1007,tuned,0.00343768,0.000187102,1.1e-06,0
dwt_162,baseline,0.00532752,5.4101e-05,1.15e-06,1
dwt_162,tuned,0.00353105,5.3491e-05,9.4e-07,1
dwt_193,baseline,0.00538473,9.7431e-05,1.06e-06,1
dwt_193,tuned,0.00369362,9.424e-05,8.91e-07,1
dwt_221,baseline,0.00536958,6.447e-05,1.29e-06,1
dwt_221,tuned,0.00354123,6.151e-05,1.07e-06,5
dwt_310,baseline,0.00536229,7.4271e-05,1.5e-06,1
dwt_310,tuned,0.00358479,7.2041e-05,1.1e-06,1
